timestamp,event_type,steering,throttle,brake,instruction,user_response,button_pressed
1714172541.7776911,control,0.006478972489779557,0.08642881173187633,0,,,
1714172541.7907135,control,0.006478972489779557,0.08642881173187633,0,,,
1714172541.808785,control,0.006478972489779557,0.08642881173187633,0,,,
1714172541.8240812,control,0.006478972489779557,0.08642881173187633,0,,,
1714172541.8405778,control,0.006478972489779557,0.08642881173187633,0,,,
1714172541.8567333,control,0.006478972489779557,0.08642881173187633,0,,,
1714172541.884474,control,0.006478972489779557,0.08642881173187633,0,,,
1714172541.8894749,control,0.006478972489779557,0.08642881173187633,0,,,
1714172541.9170272,control,0.006478972489779557,0.09968198510957893,0,,,
1714172541.9235418,control,0.006478972489779557,0.09968198510957893,0,,,
1714172541.9386687,control,0.006478972489779557,0.09968198510957893,0,,,
1714172541.9551547,control,0.006478972489779557,0.09968198510957893,0,,,
1714172541.9828575,control,0.006478972489779557,0.09968198510957893,0,,,
1714172541.9879735,control,0.006478972489779557,0.09968198510957893,0,,,
1714172542.0165446,control,0.006478972489779557,0.09968198510957893,0,,,
1714172542.0222673,control,0.006478972489779557,0.09968198510957893,0,,,
1714172542.037928,control,0.006478972489779557,0.09968198510957893,0,,,
1714172542.0539424,control,0.006478972489779557,0.09968198510957893,0,,,
1714172542.0814054,control,0.006478972489779557,0.09968198510957893,0,,,
1714172542.0864182,control,0.006478972489779557,0.09968198510957893,0,,,
1714172542.1135607,control,0.006478972489779557,0.09968198510957893,0,,,
1714172542.1185606,control,0.006478972489779557,0.09968198510957893,0,,,
1714172542.1343985,control,0.006478972489779557,0.09968198510957893,0,,,
1714172542.150424,control,0.006478972489779557,0.09968198510957893,0,,,
1714172542.166502,control,0.006478972489779557,0.09968198510957893,0,,,
1714172542.1825316,control,0.006478972489779557,0.09968198510957893,0,,,
1714172542.1978612,control,0.006478972489779557,0.09968198510957893,0,,,
1714172542.2271569,control,0.006478972489779557,0.10624112294099608,0,,,
1714172542.2332509,control,0.006478972489779557,0.10624112294099608,0,,,
1714172542.248791,control,0.006478972489779557,0.10624112294099608,0,,,
1714172542.2646635,control,0.006478972489779557,0.10624112294099608,0,,,
1714172542.2798603,control,0.006478972489779557,0.10624112294099608,0,,,
1714172542.298597,control,0.006478972489779557,0.10624112294099608,0,,,
1714172542.314628,control,0.006478972489779557,0.10624112294099608,0,,,
1714172542.3316627,control,0.006478972489779557,0.10624112294099608,0,,,
1714172542.357245,control,0.006478972489779557,0.10624112294099608,0,,,
1714172542.363474,control,0.006478972489779557,0.10624112294099608,0,,,
1714172542.3794754,control,0.006478972489779557,0.10624112294099608,0,,,
1714172542.3955312,control,0.006478972489779557,0.10624112294099608,0,,,
1714172542.411354,control,0.006478972489779557,0.10624112294099608,0,,,
1714172542.426895,control,0.006478972489779557,0.10624112294099608,0,,,
1714172542.4429953,control,0.006478972489779557,0.10624112294099608,0,,,
1714172542.4595037,control,0.006478972489779557,0.10624112294099608,0,,,
1714172542.4750607,control,0.006478972489779557,0.10624112294099608,0,,,
1714172542.5029106,control,0.006478972489779557,0.10624112294099608,0,,,
1714172542.5079086,control,0.006478972489779557,0.10624112294099608,0,,,
