timestamp,event_type,steering,throttle,brake,instruction,user_response,button_pressed
1714158824.8853457,control,0.0,0.6212635577612914,0.6212635577612914,,,
1714158824.889347,control,0.0,0.6212635577612914,0.6212635577612914,,,
1714158824.9175668,control,0.0,0.6212635577612914,0.6212635577612914,,,
1714158824.9230714,control,0.0,0.6212635577612914,0.6212635577612914,,,
1714158824.9378169,control,0.0,0.6212635577612914,0.6212635577612914,,,
1714158824.9554787,control,0.0,0.6212635577612914,0.6212635577612914,,,
1714158824.9830315,control,0.0,0.6212635577612914,0.6212635577612914,,,
1714158824.987548,control,0.0,0.6212635577612914,0.6212635577612914,,,
1714158825.003572,control,0.0,0.6212635577612914,0.6212635577612914,,,
1714158825.0230882,control,0.0,0.6212635577612914,0.6212635577612914,,,
1714158825.0501802,control,0.0,0.6212635577612914,0.6212635577612914,,,
1714158825.0567086,control,0.0,0.6212635577612914,0.6212635577612914,,,
1714158825.0841563,control,0.0,0.6212635577612914,0.6212635577612914,,,
1714158825.0931563,control,0.0,0.6212635577612914,0.6212635577612914,,,
1714158825.1081815,control,0.0,0.6212635577612914,0.6212635577612914,,,
1714158825.1237512,control,0.0,0.6212635577612914,0.6212635577612914,,,
1714158825.1397943,control,0.0,0.6212635577612914,0.6212635577612914,,,
1714158825.1553283,control,0.0,0.6212635577612914,0.6212635577612914,,,
1714158825.1718454,control,0.0,0.6212635577612914,0.6212635577612914,,,
1714158825.1878836,control,0.0,0.6212635577612914,0.6212635577612914,,,
1714158825.2056687,control,0.0,0.6212635577612914,0.6212635577612914,,,
1714158825.2317207,control,0.0,0.6212635577612914,0.6212635577612914,,,
1714158825.23776,control,0.0,0.6212635577612914,0.6212635577612914,,,
1714158825.2541084,control,0.0,0.6212635577612914,0.6212635577612914,,,
1714158825.2706203,control,0.0,0.6212635577612914,0.6212635577612914,,,
1714158825.285646,control,0.0,0.6212635577612914,0.6212635577612914,,,
1714158825.3009045,control,0.0,0.6212635577612914,0.6212635577612914,,,
1714158825.3194344,control,0.0,0.6212635577612914,0.6212635577612914,,,
1714158825.3347437,control,0.0,0.6212635577612914,0.6212635577612914,,,
1714158825.3506734,control,0.0,0.6212635577612914,0.6212635577612914,,,
1714158825.3663208,control,0.0,0.6212635577612914,0.6212635577612914,,,
1714158825.3851063,control,0.0,0.6212635577612914,0.6212635577612914,,,
1714158825.4001403,control,0.0,0.6212635577612914,0.6212635577612914,,,
1714158825.4167144,control,0.0,0.6212635577612914,0.6212635577612914,,,
1714158825.4322305,control,0.0,0.6212635577612914,0.6212635577612914,,,
1714158825.4603004,control,0.0,0.6212635577612914,0.6212635577612914,,,
1714158825.4658134,control,0.0,0.6212635577612914,0.6212635577612914,,,
1714158825.4813578,control,0.0,0.6212635577612914,0.6212635577612914,,,
1714158825.496915,control,0.0,0.6212635577612914,0.6212635577612914,,,
1714158825.5129743,control,0.0,0.6212635577612914,0.6212635577612914,,,
1714158825.529424,control,0.0,0.6212635577612914,0.6212635577612914,,,
1714158825.5452006,control,0.0,0.6212635577612914,0.6212635577612914,,,
1714158825.561716,control,0.0,0.6212635577612914,0.6212635577612914,,,
1714158825.576756,control,0.0,0.6212635577612914,0.6212635577612914,,,
1714158825.593768,control,0.0,0.6212635577612914,0.6212635577612914,,,
1714158825.6132834,control,0.0,0.6212635577612914,0.6212635577612914,,,
1714158825.6278908,control,0.0,0.6212635577612914,0.6212635577612914,,,
1714158825.64399,control,0.0,0.6212635577612914,0.6212635577612914,,,
1714158825.6716638,control,0.0,0.6212635577612914,0.6212635577612914,,,
1714158825.6771789,control,0.0,0.6212635577612914,0.6212635577612914,,,
1714158825.6913846,control,0.0,0.6212635577612914,0.6212635577612914,,,
1714158825.709403,control,0.0,0.6212635577612914,0.6212635577612914,,,
1714158825.7240205,control,0.0,0.6212635577612914,0.6212635577612914,,,
1714158825.7398806,control,0.0,0.6212635577612914,0.6212635577612914,,,
1714158825.7559104,control,0.0,0.6212635577612914,0.6212635577612914,,,
1714158825.7720313,control,0.0,0.6212635577612914,0.6212635577612914,,,
1714158825.7879155,control,0.0,0.6212635577612914,0.6212635577612914,,,
1714158825.805162,control,0.0,0.6212635577612914,0.6212635577612914,,,
1714158825.8321114,control,0.0,0.6212635577612914,0.6212635577612914,,,
1714158825.8371477,control,0.0,0.6212635577612914,0.6212635577612914,,,
1714158825.8636816,control,0.010003995822411705,0,0,,,
1714158825.8696947,control,0.010003995822411705,0,0,,,
1714158825.8843873,control,0.010003995822411705,0,0,,,
1714158825.8998985,control,0.010003995822411705,0,0,,,
1714158825.9159236,control,0.010003995822411705,0.0028277482171481516,0,,,
1714158825.9319804,control,0.010003995822411705,0.0028277482171481516,0,,,
1714158825.94842,control,0.010003995822411705,0.017267888969123124,0,,,
1714158825.9646866,control,0.010003995822411705,0.024407952688081158,0,,,
1714158825.9803638,control,0.010003995822411705,0.052479355626510404,0,,,
1714158825.9959881,control,0.010003995822411705,0.07973353318972798,0,,,
1714158826.0129797,control,0.010003995822411705,0.10624112294099608,0,,,
1714158826.0280545,control,0.010003995822411705,0.12565593800669816,0,,,
1714158826.0451176,control,0.010003995822411705,0.15095092562560875,0,,,
1714158826.0718434,control,0.010003995822411705,0.19370895502001195,0,,,
1714158826.0773616,control,0.010003995822411705,0.199662632348784,0,,,
1714158826.1042745,control,0.010003995822411705,0.22889367883523715,0,,,
1714158826.1217873,control,0.010003995822411705,0.24601766394382407,0,,,
1714158826.1377268,control,0.010003995822411705,0.2628438985038368,0,,,
1714158826.1650007,control,0.010003995822411705,0.3063544237406597,0,,,
1714158826.1700137,control,0.010003995822411705,0.32217185588316455,0,,,
1714158826.1857638,control,0.010003995822411705,0.34797293749399727,0,,,
1714158826.212952,control,0.010003995822411705,0.40724416412853137,0,,,
1714158826.2179565,control,0.010003995822411705,0.4262150514850285,0,,,
1714158826.233043,control,0.010003995822411705,0.4585447094584232,0,,,
1714158826.2492754,control,0.010003995822411705,0.489829122983541,0,,,
1714158826.2763348,control,0.010003995822411705,0.5201501606714016,0,,,
1714158826.2823346,control,0.010003995822411705,0.5244028813951171,0,,,
1714158826.30088,control,0.010003995822411705,0.5244028813951171,0,,,
1714158826.3158998,control,0.010003995822411705,0.5201501606714016,0,,,
1714158826.3319147,control,0.010003995822411705,0.5158786685404688,0,,,
1714158826.3479724,control,0.010003995822411705,0.5115882385542678,0,,,
1714158826.3643064,control,0.010003995822411705,0.5072787020410159,0,,,
1714158826.3804445,control,0.010003995822411705,0.49423373242330904,0,,,
1714158826.3980687,control,0.010003995822411705,0.4675867878551181,0,,,
1714158826.4241197,control,0.010003995822411705,0.4120218652667349,0,,,
1714158826.4301226,control,0.010003995822411705,0.3878751353819707,0,,,
1714158826.4565473,control,0.010003995822411705,0.2628438985038368,0,,,
1714158826.4618115,control,0.010003995822411705,0.23463540773444125,0,,,
1714158826.476842,control,0.010003995822411705,0.1446888937210118,0,,,
1714158826.4933186,control,0.010003995822411705,0.052479355626510404,0,,,
